5.036842, -4.950783, 2.409509, 91.26243, 0.0,44.52109
5.247835, -4.743288, 2.402988, 91.476153, 0.0,47.134585
5.44913, -4.526406, 2.395363, 91.680393, 0.0,49.657607
5.640665, -4.300895, 2.386683, 91.875376, 0.0,52.094146
5.822422, -4.067466, 2.376996, 92.061459, 0.0,54.449228
5.994415, -3.826792, 2.366348, 92.239093, 0.0,56.728623
6.156681, -3.579496, 2.354783, 92.408788, 0.0,58.93862
6.309273, -3.326157, 2.342342, 92.571087, 0.0,61.085813
6.452248, -3.067309, 2.329064, 92.726543, 0.0,63.176969
6.585667, -2.803448, 2.314983, 92.875705, 0.0,65.218922
6.709583, -2.535035, 2.300132, 93.019107, 0.0,67.218505
6.824045, -2.262497, 2.284542, 93.157256, 0.0,69.182517
6.929085, -1.986231, 2.268238, 93.290632, 0.0,71.117702
7.024723, -1.706612, 2.251247, 93.419682, 0.0,73.030753
7.110963, -1.423993, 2.23359, 93.544815, 0.0,74.928316
7.187786, -1.13871, 2.215288, 93.666401, 0.0,76.817011
7.255157, -0.85109, 2.196359, 93.784771, 0.0,78.703462
7.313015, -0.561446, 2.17682, 93.900212, 0.0,80.594336
7.361279, -0.270091, 2.156685, 94.012965, 0.0,82.496371
7.39984, 0.022666, 2.13597, 94.123222, 0.0,84.416407
7.428566, 0.31651, 2.114686, 94.231122, 0.0,86.361421
7.447301, 0.611119, 2.092847, 94.336743, 0.0,88.338558
7.455858, 0.906155, 2.070463, 94.440095, 0.0,90.35516
7.454029, 1.20127, 2.047547, 94.541115, 0.0,92.418778
7.441576, 1.496087, 2.02411, 94.639645, 0.0,94.537139
7.418237, 1.7902, 2.000167, 94.735431, 0.0,96.718151
7.383727, 2.08317, 1.97573, 94.828098, 0.0,98.969843
7.337739, 2.374518, 1.950816, 94.917137, 0.0,101.300255
7.27995, 2.663715, 1.925444, 95.001886, 0.0,103.7173
7.210026, 2.950178, 1.899637, 95.081512, 0.0,106.228553
7.127628, 3.233267, 1.873419, 95.154998, 0.0,108.840969
7.032424, 3.512273, 1.846823, 95.22113, 0.0,111.560482
6.924102, 3.786415, 1.819888, 95.278506, 0.0,114.391567
6.802384, 4.054846, 1.792657, 95.325545, 0.0,117.336688
6.667046, 4.316648, 1.765185, 95.360537, 0.0,120.395648
6.517941, 4.570836, 1.737533, 95.381703, 0.0,123.564991
6.355017, 4.816382, 1.709772, 95.387547, 0.0,126.832471
6.178365, 5.052239, 1.681982, 95.38188, 0.0,130.091839
5.988586, 5.277674, 1.65422, 95.37015, 0.0,133.24713
5.78668, 5.492327, 1.626519, 95.354117, 0.0,136.289724
5.573658, 5.695969, 1.5989, 95.335296, 0.0,139.217856
5.350503, 5.88847, 1.571377, 95.31506, 0.0,142.032865
5.118154, 6.069786, 1.543958, 95.294618, 0.0,144.738542
4.877494, 6.23994, 1.516644, 95.275006, 0.0,147.34051
4.629349, 6.398998, 1.489431, 95.257092, 0.0,149.845682
4.374481, 6.547063, 1.46231, 95.241596, 0.0,152.261852
4.113588, 6.684257, 1.435268, 95.229104, 0.0,154.597332
3.847315, 6.810707, 1.408291, 95.220093, 0.0,156.860708
3.57625, 6.926546, 1.38136, 95.214946, 0.0,159.060651
3.300936, 7.031895, 1.354455, 95.213974, 0.0,161.205802
3.02187, 7.126865, 1.327555, 95.217432, 0.0,163.304721
2.739514, 7.211551, 1.300637, 95.225526, 0.0,165.365833
2.454299, 7.286026, 1.273678, 95.238434, 0.0,167.397433
2.166628, 7.350341, 1.246652, 95.256304, 0.0,169.407701
1.876885, 7.404525, 1.219534, 95.279266, 0.0,171.404727
1.585442, 7.448577, 1.192298, 95.307436, 0.0,173.396556
1.292656, 7.482471, 1.164918, 95.340916, 0.0,175.391235
0.998885, 7.506153, 1.137365, 95.379795, 0.0,177.396861
0.704483, 7.519538, 1.109611, 95.424145, 0.0,179.421628
0.409813, 7.522512, 1.08163, 95.47402, 0.0,181.473871
0.115253, 7.514933, 1.053393, 95.529444, 0.0,183.562121
-0.178808, 7.496628, 1.02487, 95.590408, 0.0,185.695128
-0.471953, 7.467393, 0.996034, 95.656847, 0.0,187.881866
-0.763736, 7.426999, 0.966857, 95.728629, 0.0,190.13153
-1.05367, 7.375189, 0.937311, 95.805531, 0.0,192.453496
-1.341226, 7.311684, 0.907369, 95.887207, 0.0,194.857235
-1.625824, 7.236186, 0.877008, 95.973164, 0.0,197.35216
